hotel_id,date,city,accommodation_type,stars,rating,distance,price,lnprice
421,2017-DEC-holiday,Amsterdam,Hotel,2.0,3.7,1.9,134,4.897839799950911
422,2017-NOV-weekday,Amsterdam,Hotel,4.0,3.7,1.7,127,4.844187086458591
422,2017-DEC-holiday,Amsterdam,Hotel,4.0,3.7,1.7,117,4.762173934797756
423,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.0,1.7,164,5.099866427824199
423,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.0,1.7,131,4.875197323201151
424,2018-JUNE-weekend,Amsterdam,Hotel,3.0,4.3,1.8,215,5.3706380281276624
424,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.3,1.8,146,4.983606621708336
424,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.3,1.8,114,4.736198448394496
425,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.0,1.0,139,4.9344739331306915
425,2018-JUNE-weekend,Amsterdam,Hotel,3.0,4.0,1.0,546,6.302618975744905
425,2017-NOV-weekend,Amsterdam,Hotel,3.0,4.0,1.0,242,5.488937726156687
425,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.0,1.0,126,4.836281906951478
426,2017-DEC-holiday,Amsterdam,Hotel,1.0,2.0,1.0,92,4.5217885770490405
426,2018-JUNE-weekend,Amsterdam,Hotel,1.0,2.0,1.0,232,5.44673737166631
426,2017-NOV-weekday,Amsterdam,Hotel,1.0,2.0,1.0,63,4.143134726391533
427,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.7,2.0,114,4.736198448394496
427,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.7,2.0,212,5.356586274672012
427,2017-NOV-weekend,Amsterdam,Hotel,3.0,3.7,2.0,212,5.356586274672012
799,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,1.6,76,4.330733340286331
799,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,1.6,99,4.59511985013459
799,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,1.6,141,4.948759890378168
799,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,1.6,68,4.219507705176107
802,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,1.9,99,4.59511985013459
802,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,1.9,189,5.241747015059643
802,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,1.9,110,4.700480365792417
802,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,1.9,110,4.700480365792417
803,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.4,1.6,314,5.749392985908253
803,2017-NOV-weekday,Barcelona,Hotel,4.0,4.4,1.6,92,4.5217885770490405
803,2017-DEC-holiday,Barcelona,Hotel,4.0,4.4,1.6,85,4.442651256490317
803,2017-NOV-weekend,Barcelona,Hotel,4.0,4.4,1.6,132,4.882801922586371
804,2017-DEC-holiday,Barcelona,Hotel,4.0,4.1,1.6,97,4.574710978503383
804,2017-NOV-weekend,Barcelona,Hotel,4.0,4.1,1.6,142,4.955827057601261
804,2017-NOV-weekday,Barcelona,Hotel,4.0,4.1,1.6,111,4.709530201312334
804,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.1,1.6,219,5.389071729816501
805,2017-NOV-weekday,Barcelona,Apartment,4.0,5.0,1.5,420,6.040254711277414
805,2017-DEC-holiday,Barcelona,Apartment,4.0,5.0,1.5,581,6.364750756851911
806,2017-NOV-weekday,Barcelona,Hotel,4.0,3.9,2.0,92,4.5217885770490405
806,2017-DEC-holiday,Barcelona,Hotel,4.0,3.9,2.0,83,4.418840607796598
806,2017-NOV-weekend,Barcelona,Hotel,4.0,3.9,2.0,92,4.5217885770490405
806,2018-JUNE-weekend,Barcelona,Hotel,4.0,3.9,2.0,213,5.3612921657094255
809,2017-DEC-holiday,Barcelona,Hotel,5.0,4.3,2.5,202,5.308267697401205
809,2017-NOV-weekend,Barcelona,Hotel,5.0,4.3,2.5,195,5.272999558563747
809,2017-NOV-weekday,Barcelona,Hotel,5.0,4.3,2.5,195,5.272999558563747
812,2017-NOV-weekday,Barcelona,Hotel,4.0,3.9,2.0,91,4.51085950651685
812,2018-JUNE-weekend,Barcelona,Hotel,4.0,3.9,2.0,126,4.836281906951478
812,2017-DEC-holiday,Barcelona,Hotel,4.0,3.9,2.0,114,4.736198448394496
812,2017-NOV-weekend,Barcelona,Hotel,4.0,3.9,2.0,91,4.51085950651685
814,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,2.2,86,4.454347296253507
814,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,2.2,97,4.574710978503383
814,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,2.2,224,5.4116460518550396
814,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,2.2,74,4.30406509320417
818,2017-NOV-weekend,Barcelona,Apartment,3.0,3.0,2.4,116,4.7535901911063645
819,2017-DEC-holiday,Barcelona,Apartment,4.0,,2.0,254,5.537334267018537
820,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,3.0,229,5.43372200355424
820,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,3.0,74,4.30406509320417
820,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,3.0,74,4.30406509320417
820,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,3.0,74,4.30406509320417
824,2017-NOV-weekend,Barcelona,Hotel,3.0,4.3,1.8,136,4.912654885736052
824,2017-DEC-holiday,Barcelona,Hotel,3.0,4.3,1.8,96,4.564348191467836
824,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.3,1.8,241,5.484796933490655
824,2017-NOV-weekday,Barcelona,Hotel,3.0,4.3,1.8,148,4.997212273764115
827,2018-JUNE-weekend,Barcelona,Hotel,1.0,3.7,2.2,505,6.22455842927536
827,2017-NOV-weekday,Barcelona,Hotel,1.0,3.7,2.2,51,3.9318256327243257
827,2017-DEC-holiday,Barcelona,Hotel,1.0,3.7,2.2,54,3.9889840465642745
827,2017-NOV-weekend,Barcelona,Hotel,1.0,3.7,2.2,88,4.477336814478207
829,2017-NOV-weekday,Barcelona,Hotel,4.0,4.1,1.7,75,4.31748811353631
829,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.1,1.7,173,5.153291594497779
829,2017-DEC-holiday,Barcelona,Hotel,4.0,4.1,1.7,81,4.394449154672439
829,2017-NOV-weekend,Barcelona,Hotel,4.0,4.1,1.7,76,4.330733340286331
832,2017-NOV-weekend,Barcelona,Hotel,2.0,3.7,2.6,73,4.290459441148391
832,2017-DEC-holiday,Barcelona,Hotel,2.0,3.7,2.6,76,4.330733340286331
832,2017-NOV-weekday,Barcelona,Hotel,2.0,3.7,2.6,73,4.290459441148391
832,2018-JUNE-weekend,Barcelona,Hotel,2.0,3.7,2.6,161,5.081404364984463
833,2017-NOV-weekday,Barcelona,Apartment,3.5,4.0,2.3,116,4.7535901911063645
835,2018-JUNE-weekend,Barcelona,Hotel,3.0,3.9,2.2,169,5.1298987149230735
835,2017-DEC-holiday,Barcelona,Hotel,3.0,3.9,2.2,88,4.477336814478207
835,2017-NOV-weekend,Barcelona,Hotel,3.0,3.9,2.2,88,4.477336814478207
835,2017-NOV-weekday,Barcelona,Hotel,3.0,3.9,2.2,80,4.382026634673881
836,2017-NOV-weekday,Barcelona,Apartment,4.5,4.5,2.4,99,4.59511985013459
837,2017-NOV-weekday,Barcelona,Apartment,4.0,4.5,2.4,90,4.499809670330265
838,2017-DEC-holiday,Barcelona,Hotel,4.0,4.3,2.6,125,4.8283137373023015
838,2017-NOV-weekend,Barcelona,Hotel,4.0,4.3,2.6,120,4.787491742782046
838,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.3,2.6,177,5.176149732573829
838,2017-NOV-weekday,Barcelona,Hotel,4.0,4.3,2.6,109,4.6913478822291435
839,2017-DEC-holiday,Barcelona,Hotel,4.5,4.0,2.5,128,4.852030263919617
839,2017-NOV-weekend,Barcelona,Hotel,4.5,4.0,2.5,125,4.8283137373023015
839,2017-NOV-weekday,Barcelona,Hotel,4.5,4.0,2.5,125,4.8283137373023015
841,2017-NOV-weekend,Barcelona,Apartment,3.5,2.2,2.3,96,4.564348191467836
841,2017-NOV-weekday,Barcelona,Apartment,3.5,2.2,2.3,96,4.564348191467836
842,2017-NOV-weekday,Barcelona,Apartment,4.5,,2.3,207,5.332718793265369
842,2017-NOV-weekend,Barcelona,Apartment,4.5,,2.3,207,5.332718793265369
843,2018-JUNE-weekend,Barcelona,Apartment,4.0,4.0,1.9,242,5.488937726156687
843,2017-NOV-weekday,Barcelona,Apartment,4.0,4.0,1.9,89,4.48863636973214
843,2017-DEC-holiday,Barcelona,Apartment,4.0,4.0,1.9,191,5.25227342804663
843,2017-NOV-weekend,Barcelona,Apartment,4.0,4.0,1.9,166,5.111987788356544
845,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,1.7,68,4.219507705176107
845,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,1.7,81,4.394449154672439
845,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,1.7,87,4.465908118654584
847,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,2.0,95,4.553876891600541
847,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,2.0,85,4.442651256490317
847,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,2.0,125,4.8283137373023015
847,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,2.0,85,4.442651256490317
849,2017-NOV-weekend,Barcelona,Hotel,5.0,4.4,1.4,192,5.2574953720277815
849,2017-DEC-holiday,Barcelona,Hotel,5.0,4.4,1.4,164,5.099866427824199
849,2017-NOV-weekday,Barcelona,Hotel,5.0,4.4,1.4,214,5.365976015021851
849,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.4,1.4,263,5.572154032177765
853,2017-NOV-weekday,Barcelona,Hotel,5.0,4.5,1.5,344,5.840641657373398
853,2017-DEC-holiday,Barcelona,Hotel,5.0,4.5,1.5,306,5.723585101952381
853,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.5,1.5,593,6.385194398997726
853,2017-NOV-weekend,Barcelona,Hotel,5.0,4.5,1.5,344,5.840641657373398
855,2017-DEC-holiday,Barcelona,Hotel,5.0,4.4,1.2,237,5.4680601411351315
855,2017-NOV-weekend,Barcelona,Hotel,5.0,4.4,1.2,288,5.662960480135946
855,2017-NOV-weekday,Barcelona,Hotel,5.0,4.4,1.2,300,5.703782474656201
855,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.4,1.2,625,6.437751649736401
880,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,2.6,77,4.343805421853684
880,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,2.6,83,4.418840607796598
880,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,2.6,98,4.584967478670572
881,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,2.8,88,4.477336814478207
881,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,2.8,80,4.382026634673881
881,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,2.8,77,4.343805421853684
881,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,2.8,212,5.356586274672012
883,2017-NOV-weekend,Barcelona,Hotel,4.0,4.1,3.0,92,4.5217885770490405
883,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.1,3.0,289,5.666426688112432
883,2017-DEC-holiday,Barcelona,Hotel,4.0,4.1,3.0,143,4.962844630259907
883,2017-NOV-weekday,Barcelona,Hotel,4.0,4.1,3.0,99,4.59511985013459
884,2018-JUNE-weekend,Barcelona,Hotel,4.0,3.5,2.5,147,4.990432586778736
884,2017-NOV-weekday,Barcelona,Hotel,4.0,3.5,2.5,80,4.382026634673881
884,2017-DEC-holiday,Barcelona,Hotel,4.0,3.5,2.5,91,4.51085950651685
884,2017-NOV-weekend,Barcelona,Hotel,4.0,3.5,2.5,338,5.823045895483019
885,2017-DEC-holiday,Barcelona,Hotel,4.0,3.5,2.9,84,4.430816798843313
885,2017-NOV-weekend,Barcelona,Hotel,4.0,3.5,2.9,104,4.6443908991413725
885,2018-JUNE-weekend,Barcelona,Hotel,4.0,3.5,2.9,213,5.3612921657094255
885,2017-NOV-weekday,Barcelona,Hotel,4.0,3.5,2.9,93,4.532599493153256
886,2017-NOV-weekend,Barcelona,Hotel,4.0,4.1,3.2,141,4.948759890378168
886,2017-NOV-weekday,Barcelona,Hotel,4.0,4.1,3.2,141,4.948759890378168
886,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.1,3.2,227,5.424950017481403
886,2017-DEC-holiday,Barcelona,Hotel,4.0,4.1,3.2,141,4.948759890378168
887,2017-NOV-weekday,Barcelona,Apartment,4.0,4.1,2.9,170,5.135798437050262
887,2017-NOV-weekend,Barcelona,Apartment,4.0,4.1,2.9,243,5.493061443340548
888,2017-DEC-holiday,Barcelona,Hotel,4.0,4.1,3.3,123,4.812184355372417
888,2017-NOV-weekend,Barcelona,Hotel,4.0,4.1,3.3,123,4.812184355372417
888,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.1,3.3,297,5.6937321388027
888,2017-NOV-weekday,Barcelona,Hotel,4.0,4.1,3.3,128,4.852030263919617
889,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,2.8,97,4.574710978503383
889,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,2.8,198,5.288267030694535
889,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,2.8,93,4.532599493153256
889,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,2.8,88,4.477336814478207
891,2017-NOV-weekday,Barcelona,Hotel,3.0,4.1,0.2,98,4.584967478670572
891,2017-NOV-weekend,Barcelona,Hotel,3.0,4.1,0.2,124,4.820281565605037
891,2017-DEC-holiday,Barcelona,Hotel,3.0,4.1,0.2,98,4.584967478670572
892,2017-NOV-weekday,Barcelona,Hotel,3.0,4.1,0.5,97,4.574710978503383
892,2017-NOV-weekend,Barcelona,Hotel,3.0,4.1,0.5,127,4.844187086458591
892,2017-DEC-holiday,Barcelona,Hotel,3.0,4.1,0.5,115,4.74493212836325
893,2017-NOV-weekend,Barcelona,Apartment,3.5,3.4,0.3,121,4.795790545596741
893,2017-NOV-weekday,Barcelona,Apartment,3.5,3.4,0.3,104,4.6443908991413725
893,2017-DEC-holiday,Barcelona,Apartment,3.5,3.4,0.3,131,4.875197323201151
895,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,0.2,85,4.442651256490317
895,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,0.2,100,4.605170185988092
895,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,0.2,87,4.465908118654584
896,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,0.5,325,5.783825182329737
896,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,0.5,82,4.406719247264253
896,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,0.5,77,4.343805421853684
896,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,0.5,88,4.477336814478207
897,2017-NOV-weekday,Barcelona,Hotel,3.0,4.4,0.1,103,4.634728988229636
897,2017-DEC-holiday,Barcelona,Hotel,3.0,4.4,0.1,116,4.7535901911063645
897,2017-NOV-weekend,Barcelona,Hotel,3.0,4.4,0.1,142,4.955827057601261
898,2017-NOV-weekday,Barcelona,Hotel,3.0,3.7,0.2,68,4.219507705176107
898,2017-NOV-weekend,Barcelona,Hotel,3.0,3.7,0.2,85,4.442651256490317
898,2017-DEC-holiday,Barcelona,Hotel,3.0,3.7,0.2,70,4.248495242049359
898,2018-JUNE-weekend,Barcelona,Hotel,3.0,3.7,0.2,166,5.111987788356544
899,2017-DEC-holiday,Barcelona,Hotel,4.0,3.9,0.2,116,4.7535901911063645
899,2017-NOV-weekday,Barcelona,Hotel,4.0,3.9,0.2,121,4.795790545596741
899,2017-NOV-weekend,Barcelona,Hotel,4.0,3.9,0.2,139,4.9344739331306915
899,2018-JUNE-weekend,Barcelona,Hotel,4.0,3.9,0.2,174,5.159055299214529
901,2018-JUNE-weekend,Barcelona,Hotel,1.0,4.1,0.3,142,4.955827057601261
901,2017-DEC-holiday,Barcelona,Hotel,1.0,4.1,0.3,93,4.532599493153256
901,2017-NOV-weekend,Barcelona,Hotel,1.0,4.1,0.3,108,4.68213122712422
901,2017-NOV-weekday,Barcelona,Hotel,1.0,4.1,0.3,86,4.454347296253507
902,2017-NOV-weekend,Barcelona,Hotel,3.0,3.9,0.6,126,4.836281906951478
902,2018-JUNE-weekend,Barcelona,Hotel,3.0,3.9,0.6,207,5.332718793265369
902,2017-DEC-holiday,Barcelona,Hotel,3.0,3.9,0.6,104,4.6443908991413725
902,2017-NOV-weekday,Barcelona,Hotel,3.0,3.9,0.6,91,4.51085950651685
903,2017-DEC-holiday,Barcelona,Hotel,1.0,3.4,0.3,91,4.51085950651685
903,2017-NOV-weekday,Barcelona,Hotel,1.0,3.4,0.3,56,4.02535169073515
903,2017-NOV-weekend,Barcelona,Hotel,1.0,3.4,0.3,91,4.51085950651685
904,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,0.1,82,4.406719247264253
904,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,0.1,113,4.727387818712341
904,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,0.1,98,4.584967478670572
906,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,0.4,126,4.836281906951478
906,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,0.4,84,4.430816798843313
906,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,0.4,140,4.941642422609304
907,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,0.6,148,4.997212273764115
907,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,0.6,78,4.356708826689592
907,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,0.6,174,5.159055299214529
907,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,0.6,165,5.10594547390058
909,2017-DEC-holiday,Barcelona,Hotel,3.0,4.1,0.1,83,4.418840607796598
909,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.1,0.1,208,5.337538079701318
909,2017-NOV-weekend,Barcelona,Hotel,3.0,4.1,0.1,94,4.543294782270004
909,2017-NOV-weekday,Barcelona,Hotel,3.0,4.1,0.1,83,4.418840607796598
911,2017-DEC-holiday,Barcelona,Hotel,2.0,3.7,0.3,88,4.477336814478207
911,2018-JUNE-weekend,Barcelona,Hotel,2.0,3.7,0.3,193,5.262690188904886
911,2017-NOV-weekend,Barcelona,Hotel,2.0,3.7,0.3,94,4.543294782270004
911,2017-NOV-weekday,Barcelona,Hotel,2.0,3.7,0.3,72,4.276666119016055
912,2017-NOV-weekday,Barcelona,Hotel,2.0,4.0,0.2,75,4.31748811353631
912,2017-NOV-weekend,Barcelona,Hotel,2.0,4.0,0.2,107,4.672828834461906
912,2017-DEC-holiday,Barcelona,Hotel,2.0,4.0,0.2,73,4.290459441148391
914,2017-NOV-weekday,Barcelona,Hotel,4.0,4.8,0.4,264,5.575949103146316
914,2017-NOV-weekend,Barcelona,Hotel,4.0,4.8,0.4,286,5.655991810819852
914,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.8,0.4,298,5.697093486505405
914,2017-DEC-holiday,Barcelona,Hotel,4.0,4.8,0.4,252,5.529429087511423
920,2017-DEC-holiday,Barcelona,Apartment,3.0,2.7,0.5,185,5.220355825078324
920,2017-NOV-weekend,Barcelona,Apartment,3.0,2.7,0.5,96,4.564348191467836
920,2018-JUNE-weekend,Barcelona,Apartment,3.0,2.7,0.5,162,5.087596335232384
920,2017-NOV-weekday,Barcelona,Apartment,3.0,2.7,0.5,70,4.248495242049359
921,2017-NOV-weekend,Barcelona,Apartment,3.5,3.4,0.2,81,4.394449154672439
921,2017-NOV-weekday,Barcelona,Apartment,3.5,3.4,0.2,81,4.394449154672439
922,2017-NOV-weekday,Barcelona,Apartment,4.0,3.5,0.4,189,5.241747015059643
922,2017-DEC-holiday,Barcelona,Apartment,4.0,3.5,0.4,657,6.48768401848461
923,2017-NOV-weekend,Barcelona,Hotel,1.0,2.9,0.1,61,4.110873864173311
923,2017-DEC-holiday,Barcelona,Hotel,1.0,2.9,0.1,80,4.382026634673881
923,2017-NOV-weekday,Barcelona,Hotel,1.0,2.9,0.1,50,3.912023005428146
924,2017-NOV-weekday,Barcelona,Hotel,4.0,4.5,0.6,130,4.867534450455582
924,2017-DEC-holiday,Barcelona,Hotel,4.0,4.5,0.6,138,4.927253685157205
924,2017-NOV-weekend,Barcelona,Hotel,4.0,4.5,0.6,130,4.867534450455582
925,2017-NOV-weekend,Barcelona,Hotel,5.0,4.9,0.5,252,5.529429087511423
925,2017-NOV-weekday,Barcelona,Hotel,5.0,4.9,0.5,252,5.529429087511423
925,2017-DEC-holiday,Barcelona,Hotel,5.0,4.9,0.5,202,5.308267697401205
925,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.9,0.5,395,5.978885764901122
927,2017-NOV-weekday,Barcelona,Hotel,3.0,4.1,0.5,78,4.356708826689592
927,2017-DEC-holiday,Barcelona,Hotel,3.0,4.1,0.5,120,4.787491742782046
927,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.1,0.5,131,4.875197323201151
928,2017-DEC-holiday,Barcelona,Hotel,2.5,4.0,0.5,91,4.51085950651685
928,2017-NOV-weekend,Barcelona,Hotel,2.5,4.0,0.5,99,4.59511985013459
929,2017-DEC-holiday,Barcelona,Apartment,4.0,3.0,0.2,199,5.293304824724492
929,2017-NOV-weekend,Barcelona,Apartment,4.0,3.0,0.2,141,4.948759890378168
929,2017-NOV-weekday,Barcelona,Apartment,4.0,3.0,0.2,70,4.248495242049359
929,2018-JUNE-weekend,Barcelona,Apartment,4.0,3.0,0.2,225,5.41610040220442
933,2017-NOV-weekend,Barcelona,Hotel,2.0,3.7,0.6,98,4.584967478670572
933,2018-JUNE-weekend,Barcelona,Hotel,2.0,3.7,0.6,172,5.147494476813453
933,2017-NOV-weekday,Barcelona,Hotel,2.0,3.7,0.6,69,4.23410650459726
933,2017-DEC-holiday,Barcelona,Hotel,2.0,3.7,0.6,83,4.418840607796598
934,2017-NOV-weekend,Barcelona,Hotel,1.0,3.4,0.6,90,4.499809670330265
934,2017-DEC-holiday,Barcelona,Hotel,1.0,3.4,0.6,87,4.465908118654584
934,2017-NOV-weekday,Barcelona,Hotel,1.0,3.4,0.6,66,4.189654742026425
934,2018-JUNE-weekend,Barcelona,Hotel,1.0,3.4,0.6,112,4.718498871295094
938,2017-NOV-weekday,Barcelona,Apartment,3.5,3.5,0.3,140,4.941642422609304
938,2017-NOV-weekend,Barcelona,Apartment,3.5,3.5,0.3,184,5.214935757608986
939,2017-NOV-weekday,Barcelona,Hotel,1.0,3.7,0.3,60,4.0943445622221
939,2017-DEC-holiday,Barcelona,Hotel,1.0,3.7,0.3,62,4.127134385045092
940,2017-DEC-holiday,Barcelona,Apartment,4.0,4.0,0.4,268,5.5909869805108565
941,2017-NOV-weekend,Barcelona,Hotel,5.0,4.6,0.5,404,6.0014148779611505
941,2017-NOV-weekday,Barcelona,Hotel,5.0,4.6,0.5,374,5.924255797414532
941,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.6,0.5,647,6.472346294500901
941,2017-DEC-holiday,Barcelona,Hotel,5.0,4.6,0.5,483,6.180016653652572
943,2017-NOV-weekday,Barcelona,Hotel,4.0,4.3,0.2,99,4.59511985013459
943,2017-DEC-holiday,Barcelona,Hotel,4.0,4.3,0.2,138,4.927253685157205
944,2017-NOV-weekday,Barcelona,Hotel,3.0,4.1,0.6,110,4.700480365792417
944,2017-DEC-holiday,Barcelona,Hotel,3.0,4.1,0.6,113,4.727387818712341
944,2017-NOV-weekend,Barcelona,Hotel,3.0,4.1,0.6,128,4.852030263919617
944,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.1,0.6,244,5.497168225293202
945,2017-NOV-weekday,Barcelona,Hotel,3.0,3.7,0.3,71,4.2626798770413155
945,2017-DEC-holiday,Barcelona,Hotel,3.0,3.7,0.3,66,4.189654742026425
946,2017-DEC-holiday,Barcelona,Hotel,3.0,4.3,0.2,136,4.912654885736052
946,2017-NOV-weekend,Barcelona,Hotel,3.0,4.3,0.2,134,4.897839799950911
946,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.3,0.2,213,5.3612921657094255
946,2017-NOV-weekday,Barcelona,Hotel,3.0,4.3,0.2,108,4.68213122712422
947,2018-JUNE-weekend,Barcelona,Hotel,3.0,3.5,0.2,290,5.66988092298052
947,2017-NOV-weekend,Barcelona,Hotel,3.0,3.5,0.2,85,4.442651256490317
947,2017-DEC-holiday,Barcelona,Hotel,3.0,3.5,0.2,145,4.976733742420574
947,2017-NOV-weekday,Barcelona,Hotel,3.0,3.5,0.2,67,4.204692619390966
949,2017-NOV-weekday,Barcelona,Hotel,2.0,4.0,0.4,73,4.290459441148391
949,2017-DEC-holiday,Barcelona,Hotel,2.0,4.0,0.4,105,4.653960350157523
949,2017-NOV-weekend,Barcelona,Hotel,2.0,4.0,0.4,101,4.61512051684126
950,2017-NOV-weekday,Barcelona,Hotel,4.0,4.6,0.4,207,5.332718793265369
950,2017-DEC-holiday,Barcelona,Hotel,4.0,4.6,0.4,207,5.332718793265369
950,2017-NOV-weekend,Barcelona,Hotel,4.0,4.6,0.4,207,5.332718793265369
951,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.4,0.6,287,5.659482215759621
951,2017-NOV-weekend,Barcelona,Hotel,5.0,4.4,0.6,190,5.247024072160486
951,2017-NOV-weekday,Barcelona,Hotel,5.0,4.4,0.6,174,5.159055299214529
951,2017-DEC-holiday,Barcelona,Hotel,5.0,4.4,0.6,160,5.075173815233827
953,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,0.2,83,4.418840607796598
953,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,0.2,136,4.912654885736052
953,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,0.2,155,5.043425116919247
953,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,0.2,178,5.181783550292085
954,2017-NOV-weekday,Barcelona,Hotel,4.5,4.5,0.7,172,5.147494476813453
954,2017-DEC-holiday,Barcelona,Hotel,4.5,4.5,0.7,145,4.976733742420574
954,2017-NOV-weekend,Barcelona,Hotel,4.5,4.5,0.7,219,5.389071729816501
954,2018-JUNE-weekend,Barcelona,Hotel,4.5,4.5,0.7,322,5.7745515455444085
956,2017-NOV-weekday,Barcelona,Hotel,3.0,4.1,0.2,80,4.382026634673881
956,2017-NOV-weekend,Barcelona,Hotel,3.0,4.1,0.2,110,4.700480365792417
956,2017-DEC-holiday,Barcelona,Hotel,3.0,4.1,0.2,87,4.465908118654584
958,2017-NOV-weekday,Barcelona,Hotel,5.0,4.9,0.6,388,5.961005339623274
958,2017-NOV-weekend,Barcelona,Hotel,5.0,4.9,0.6,342,5.834810737062605
958,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.9,0.6,551,6.311734809152915
958,2017-DEC-holiday,Barcelona,Hotel,5.0,4.9,0.6,342,5.834810737062605
959,2017-NOV-weekend,Barcelona,Hotel,4.0,4.3,0.6,150,5.0106352940962555
959,2017-DEC-holiday,Barcelona,Hotel,4.0,4.3,0.6,125,4.8283137373023015
959,2017-NOV-weekday,Barcelona,Hotel,4.0,4.3,0.6,150,5.0106352940962555
960,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,0.4,325,5.783825182329737
960,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,0.4,136,4.912654885736052
960,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,0.4,113,4.727387818712341
